time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-12 00:00:00+00:00,1.0,1.0,42,9
2024-04-13 00:00:00+00:00,,,40,8
2024-04-14 00:00:00+00:00,1.0,1.0,13,4
2024-04-15 00:00:00+00:00,1.0,1.0,45,14
2024-04-16 00:00:00+00:00,39.0,21.0,280,23
2024-04-17 00:00:00+00:00,270.0,266.0,129,15
2024-04-18 00:00:00+00:00,84.0,3.0,159,18
2024-04-19 00:00:00+00:00,1.0,1.0,47,12
2024-04-20 00:00:00+00:00,,,3,3
2024-04-21 00:00:00+00:00,1.0,1.0,7,3
2024-04-22 00:00:00+00:00,,,88,10
2024-04-23 00:00:00+00:00,7.0,3.0,394,14
2024-04-24 00:00:00+00:00,2.0,2.0,120,15
2024-04-25 00:00:00+00:00,,,96,10
