url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,136,33
/OpenMalaria-Org/openmalaria/wiki,42,27
/OpenMalaria-Org/openmalaria/wiki/UserGuide,15,12
/OpenMalaria-Org/openmalaria/wiki/Monitoring,8,6
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,8,5
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,7,6
/OpenMalaria-Org/openmalaria/wiki/DrugResistanceGenotypes,7,4
/OpenMalaria-Org/openmalaria/pull/448,7,2
/OpenMalaria-Org/openmalaria/wiki/ScenarioTransmission,6,3
/OpenMalaria-Org/openmalaria/wiki/References,4,4
