url_path,views_total,views_unique
/SwissTPH/openmalaria/wiki,97,62
/SwissTPH/openmalaria,95,52
/SwissTPH/openmalaria/wiki/UserGuide,31,12
/SwissTPH/openmalaria/tree/main/model,14,8
/SwissTPH/openmalaria/wiki/ModelInterventions,13,7
/SwissTPH/openmalaria/wiki/ScenarioTransmission,13,7
/SwissTPH/openmalaria/wiki/MonitoringOptions,13,5
/SwissTPH/openmalaria/wiki/Monitoring,11,5
/SwissTPH/openmalaria/blob/main/util/example/example_scenario.xml,9,7
/SwissTPH/openmalaria/wiki/ScenarioHealthSystem,9,5
