time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-12 00:00:00+00:00,5.0,3.0,15,4
2025-07-13 00:00:00+00:00,5.0,5.0,23,6
2025-07-14 00:00:00+00:00,3.0,3.0,50,13
2025-07-15 00:00:00+00:00,2.0,2.0,61,15
2025-07-16 00:00:00+00:00,6.0,5.0,48,20
2025-07-17 00:00:00+00:00,,,84,16
2025-07-18 00:00:00+00:00,11.0,6.0,48,18
2025-07-19 00:00:00+00:00,3.0,2.0,23,8
2025-07-20 00:00:00+00:00,1.0,1.0,12,7
2025-07-21 00:00:00+00:00,,,75,13
2025-07-22 00:00:00+00:00,1.0,1.0,38,8
2025-07-23 00:00:00+00:00,1.0,1.0,27,8
2025-07-24 00:00:00+00:00,1.0,1.0,31,10
2025-07-25 00:00:00+00:00,1.0,1.0,15,7
