url_path,views_total,views_unique
/SwissTPH/openmalaria,45,19
/SwissTPH/openmalaria/wiki,44,23
/SwissTPH/openmalaria/wiki/ModelInterventions,18,7
/SwissTPH/openmalaria/wiki/Monitoring,12,4
/SwissTPH/openmalaria/wiki/MonitoringOptions,10,5
/SwissTPH/openmalaria/pulls,8,5
/SwissTPH/openmalaria/tree/main/doc,8,2
/SwissTPH/openmalaria/tree/main/model,7,3
/SwissTPH/openmalaria/blob/fadba5c8dfc59b4eb38875db15798d6553231de5/model/mon/misc.cpp,6,1
/SwissTPH/openmalaria/commit/b9d2df02294a87578816b5984d7bb1408d168d1c,6,1
