url_path,views_total,views_unique
/SwissTPH/openmalaria,59,32
/SwissTPH/openmalaria/wiki,44,23
/SwissTPH/openmalaria/wiki/ModelInterventions,24,10
/SwissTPH/openmalaria/wiki/Monitoring,12,5
/SwissTPH/openmalaria/wiki/MonitoringOptions,10,6
/SwissTPH/openmalaria/tree/main/model,8,4
/SwissTPH/openmalaria/pulls,7,2
/SwissTPH/openmalaria/wiki/References,6,2
/SwissTPH/openmalaria/blob/fadba5c8dfc59b4eb38875db15798d6553231de5/model/mon/misc.cpp,6,1
/SwissTPH/openmalaria/commit/b9d2df02294a87578816b5984d7bb1408d168d1c,6,1
