url_path,views_total,views_unique
/SwissTPH/openmalaria,13,10
/SwissTPH/openmalaria/wiki,11,9
/SwissTPH/openmalaria/blob/main/model/mon/OutputMeasures.h,10,1
/SwissTPH/openmalaria/wiki/MonitoringOptions,7,2
/SwissTPH/openmalaria/wiki/UserGuide,4,3
/SwissTPH/openmalaria/wiki/Monitoring,4,2
/SwissTPH/openmalaria/wiki/MonitoringOutput,4,2
/SwissTPH/openmalaria/wiki/Home/610dc08bc969aaa6dc40fb0e412ce0077a9ccf46,3,1
/SwissTPH/openmalaria/wiki/ModelInterventions,2,2
/SwissTPH/openmalaria/wiki/TW9uaXRvcm,2,2
