url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,156,36
/OpenMalaria-Org/openmalaria/wiki,51,33
/OpenMalaria-Org/openmalaria/wiki/UserGuide,15,11
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,14,7
/OpenMalaria-Org/openmalaria/wiki/References,10,5
/OpenMalaria-Org/openmalaria/wiki/DrugResistanceGenotypes,9,4
/OpenMalaria-Org/openmalaria/wiki/ScenarioTransmission,8,3
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,7,5
/OpenMalaria-Org/openmalaria/wiki/Monitoring,6,6
/OpenMalaria-Org/openmalaria/pull/448,6,2
