time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-08 00:00:00+00:00,2.0,2.0,37,12
2025-10-09 00:00:00+00:00,12.0,9.0,31,12
2025-10-10 00:00:00+00:00,6.0,5.0,32,11
2025-10-11 00:00:00+00:00,9.0,8.0,11,6
2025-10-12 00:00:00+00:00,,,7,2
2025-10-13 00:00:00+00:00,10.0,8.0,50,16
2025-10-14 00:00:00+00:00,26.0,17.0,97,12
2025-10-15 00:00:00+00:00,8.0,8.0,14,9
2025-10-16 00:00:00+00:00,10.0,7.0,14,10
2025-10-17 00:00:00+00:00,21.0,12.0,23,9
2025-10-18 00:00:00+00:00,10.0,6.0,9,2
2025-10-19 00:00:00+00:00,3.0,3.0,19,11
2025-10-20 00:00:00+00:00,12.0,10.0,63,18
2025-10-21 00:00:00+00:00,15.0,12.0,40,16
