time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-21 00:00:00+00:00,1.0,1.0,7,3
2024-04-22 00:00:00+00:00,,,88,10
2024-04-23 00:00:00+00:00,7.0,3.0,394,14
2024-04-24 00:00:00+00:00,2.0,2.0,120,15
2024-04-25 00:00:00+00:00,1.0,1.0,96,10
2024-04-26 00:00:00+00:00,7.0,3.0,52,8
2024-04-27 00:00:00+00:00,1.0,1.0,3,3
2024-04-28 00:00:00+00:00,1.0,1.0,5,1
2024-04-29 00:00:00+00:00,1.0,1.0,64,7
2024-04-30 00:00:00+00:00,1.0,1.0,94,11
2024-05-01 00:00:00+00:00,1.0,1.0,2,1
2024-05-02 00:00:00+00:00,,,46,11
2024-05-03 00:00:00+00:00,1.0,1.0,91,17
2024-05-04 00:00:00+00:00,1.0,1.0,16,3
