time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-31 00:00:00+00:00,,,30,8
2024-08-01 00:00:00+00:00,,,61,14
2024-08-02 00:00:00+00:00,,,40,7
2024-08-03 00:00:00+00:00,,,3,2
2024-08-04 00:00:00+00:00,,,38,6
2024-08-05 00:00:00+00:00,2.0,2.0,87,3
2024-08-06 00:00:00+00:00,,,49,11
2024-08-07 00:00:00+00:00,,,15,8
2024-08-08 00:00:00+00:00,1.0,1.0,25,9
2024-08-09 00:00:00+00:00,,,21,6
2024-08-10 00:00:00+00:00,,,5,4
2024-08-11 00:00:00+00:00,2.0,2.0,41,3
2024-08-12 00:00:00+00:00,,,42,13
2024-08-13 00:00:00+00:00,,,54,6
