url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,126,35
/OpenMalaria-Org/openmalaria/wiki,63,41
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,23,13
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,15,8
/OpenMalaria-Org/openmalaria/wiki/UserGuide,13,9
/OpenMalaria-Org/openmalaria/wiki/Monitoring,8,6
/OpenMalaria-Org/openmalaria/wiki/ScenarioDesign,8,2
/OpenMalaria-Org/openmalaria/wiki/DrugResistanceGenotypes,7,3
/OpenMalaria-Org/openmalaria/wiki/MonitoringOutput,6,5
/OpenMalaria-Org/openmalaria/wiki/ScenarioTransmission,6,3
