time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-20 00:00:00+00:00,5.0,4.0,5,2
2024-01-21 00:00:00+00:00,14.0,2.0,4,2
2024-01-22 00:00:00+00:00,3.0,3.0,13,4
2024-01-23 00:00:00+00:00,24.0,7.0,32,11
2024-01-24 00:00:00+00:00,2.0,2.0,24,12
2024-01-25 00:00:00+00:00,1.0,1.0,14,9
2024-01-26 00:00:00+00:00,3.0,3.0,15,7
2024-01-27 00:00:00+00:00,1.0,1.0,3,2
2024-01-28 00:00:00+00:00,1.0,1.0,27,2
2024-01-29 00:00:00+00:00,14.0,3.0,55,8
2024-01-30 00:00:00+00:00,1.0,1.0,52,11
2024-01-31 00:00:00+00:00,3.0,3.0,53,8
2024-02-01 00:00:00+00:00,,,46,9
2024-02-02 00:00:00+00:00,1.0,1.0,23,8
