url_path,views_total,views_unique
/SwissTPH/openmalaria/wiki,76,42
/SwissTPH/openmalaria,45,27
/SwissTPH/openmalaria/blob/main/model/Parameters.h,18,3
/SwissTPH/openmalaria/wiki/MonitoringOptions,14,8
/SwissTPH/openmalaria/blob/145ce33ff55c2ca83093852a694a4a437a3bd1b9/schema/scenario_45.xsd,14,1
/SwissTPH/openmalaria/wiki/ModelInterventions,13,8
/SwissTPH/openmalaria/wiki/ScenarioTransmission,12,5
/SwissTPH/openmalaria/wiki/UserGuide,10,5
/SwissTPH/openmalaria/wiki/Monitoring,7,5
/SwissTPH/openmalaria/wiki/ModelDemography,7,4
