time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-14 00:00:00+00:00,3.0,3.0,71,10
2025-02-15 00:00:00+00:00,,,16,8
2025-02-16 00:00:00+00:00,24.0,15.0,17,5
2025-02-17 00:00:00+00:00,1.0,1.0,74,20
2025-02-18 00:00:00+00:00,2.0,2.0,79,18
2025-02-19 00:00:00+00:00,,,32,11
2025-02-20 00:00:00+00:00,2.0,2.0,46,15
2025-02-21 00:00:00+00:00,1.0,1.0,23,11
2025-02-22 00:00:00+00:00,1.0,1.0,16,8
2025-02-23 00:00:00+00:00,,,8,4
2025-02-24 00:00:00+00:00,4.0,3.0,73,17
2025-02-25 00:00:00+00:00,5.0,2.0,55,13
2025-02-26 00:00:00+00:00,1.0,1.0,57,9
2025-02-27 00:00:00+00:00,,,31,12
