url_path,views_total,views_unique
/SwissTPH/openmalaria/wiki,59,34
/SwissTPH/openmalaria,49,32
/SwissTPH/openmalaria/tree/main/model,23,6
/SwissTPH/openmalaria/wiki/MonitoringOptions,15,9
/SwissTPH/openmalaria/blob/145ce33ff55c2ca83093852a694a4a437a3bd1b9/schema/scenario_45.xsd,14,1
/SwissTPH/openmalaria/blob/main/model/Parameters.h,13,3
/SwissTPH/openmalaria/wiki/References,11,3
/SwissTPH/openmalaria/wiki/UserGuide,10,6
/SwissTPH/openmalaria/tree/main/model/interventions,10,4
/SwissTPH/openmalaria/tree/main/model/Transmission,9,3
